out_transport,flux_sum_micom_1,flux_sum_micom_2,flux_sum_micom_3,flux_sum_micom_4,flux_sum_micom_5
MNXM729358[e],39.4654952455076,21.4578817038087,29.8104144794082,41.4536088288079,49.9801038123761
MNXM729383[e],0,0,0,0,0
MNXM729595[e],0,0,0,0,0
MNXM729613[e],5818.63987663134,5887.61614482102,5958.11510658298,5790.0744700538,5857.17676012067
MNXM729800[e],7002.05576912982,7002.38274298999,6137.00547680376,6098.20431034758,6951.75166170045
MNXM729832[e],0,0,0,0,0
MNXM729972[e],4000.40528979329,4000.0067159287,4000.01307834407,3000.78233698556,3001.16095979815
MNXM730037[e],0,0,0,1007.94342307678,1007.15522739541
MNXM730135[e],8020.88657415958,8007.39771544425,8010.28850403036,8031.54199010781,8031.28948691527
MNXM730514[e],0,0,0,0,0
MNXM730561[e],0,0,0,0,0
MNXM730707[e],0,0,0,0,0
MNXM730708[e],0,0,0,0,0
MNXM731166[e],2520.69780254853,4592.97196543064,2627.07463963774,3401.87943563723,3499.77540783143
MNXM731178[e],0,0,0,0,0
MNXM731183[e],0,0,0,0,0
MNXM731368[e],0,0,0,0,0
MNXM731668[e],72.5539322546259,35.6002727375897,53.1049958182445,70.6585624967121,89.9955513621506
MNXM731815[e],2031.74793116412,2014.96990503781,2021.54496777601,2033.43607968087,2039.36301177156
MNXM731834[e],3837.07026469998,3835.49528896567,3824.82252483089,3758.46953918858,4795.20982258613
MNXM731835[e],6262.88240745282,6422.08979435134,6482.14334366652,5754.72986492378,6188.77208641502
MNXM731950[e],6752.75902293204,7421.42546353497,6119.06445253827,5811.16072700399,7045.05446026746
MNXM73204[e],0,0,0,0,0
MNXM732398[e],2319.06162417358,2626.63495554017,2514.18188970892,2488.59642815927,2722.50767766971
MNXM732487[e],0,0,0,0,0
MNXM732620[e],8013.69891509324,7056.39382885723,7927.82144521858,7179.65520310858,6198.89147445326
MNXM732757[e],0,0,0,0,0
MNXM733114[e],5660.82443968439,5514.07164166998,5534.40482659469,5768.90897320305,5913.38772310179
MNXM733186[e],3177.83095484187,3159.75534360437,3059.70885396903,1681.88768181642,3400.94833870046
MNXM733248[e],3002.74585410442,3938.46796378197,3946.09576973745,3031.98537754215,2031.02336855216
MNXM733250[e],0,0,0,0,0
MNXM733435[e],1716.15417835976,1753.72739528411,1739.89666468586,2525.60597916389,1545.1164627911
MNXM733471[e],71.343836623328,88.3858887293492,74.9878658531157,66.448446055958,86.9861850899125
MNXM733473[e],12.1368912950469,3.84663829881271,8.12437170547315,12.0074105526726,13.5369600192407
MNXM733515[e],0,0,0,0,0
MNXM733618[e],0,0,0,0,0
MNXM733623[e],3.0533799809997e-21,3.91868712826741e-20,4.48641918820428e-20,4.18905231927807e-16,5.46474657740035e-20
MNXM733828[e],0,0,0,0,0
MNXM733922[e],33.3052892375816,18.2757079980533,24.9852578972797,33.2367462565945,40.1274140572417
MNXM734041[e],2040.33005966481,2028.01724831964,2032.21969550719,2042.49393806826,2052.32382791773
MNXM734044[e],27.9430629120713,22.0688190850104,22.8876662384593,24.0629067310433,32.2929970391688
MNXM734750[e],0,0,0,0,0
MNXM734859[e],1163.07150214946,1115.99931144675,965.167022657004,551.713017365578,862.750056222956
MNXM734864[e],4824.52651305276,4774.27754152726,5778.18785630405,4814.0689479952,4858.66673771679
MNXM735090[e],6030.56148786925,6039.1745016397,6033.8994128796,7179.25603128042,6355.76889975017
MNXM735438[e],1274.467488945,1357.42404013506,1639.94127945795,1912.42855300272,1285.13658308927
MNXM735978[e],8141.10493923235,8195.65949478139,8074.89975002035,7875.22879020018,8174.05873748534
MNXM736064[e],3869.40035364879,3901.75075937556,3879.3770788139,3870.04557090336,3805.52394229863
MNXM736072[e],0,0,0,0,0
MNXM736095[e],0,0,0,0,0
MNXM736134[e],0,0,0,0,0
MNXM736226[e],1000,1000,1000,1000,1000
MNXM736341[e],0,0,0,0,0
MNXM736417[e],7779.65826183289,6743.68904555515,7383.17700452933,6512.00533546885,8076.07951761735
MNXM736618[e],161.396886653846,321.805197663375,384.79789958495,36.0925800604735,133.9447292398
MNXM736620[e],12.5309159603777,2.24706561759371,5.45462375829803,36.7538376368678,38.8900904758096
MNXM736685[e],0,0,0,0,0
MNXM736797[e],0,0,0,0,0
MNXM737068[e],2917.32534885976,2910.65733935963,2894.31817337289,2904.92339499579,2916.0016635609
MNXM737265[e],1004.36132326662,1000.0458770267,1003.34747285329,4.56555863130074,1005.22833247949
MNXM737340[e],9843.49906875693,10578.8462253261,10026.3053341376,8645.75197498965,9637.97457428921
MNXM737414[e],1432.68551162828,1407.2945508784,1420.59169432756,1467.55308010643,1443.22114438275
MNXM737417[e],1480.20137027817,1444.97489150626,1459.40898236075,1508.97303118539,1494.12768444383
MNXM737489[e],1382.82397240923,1353.8038626708,1366.30048227677,1382.47287170171,1359.07546083019
MNXM737492[e],2045.24258857626,2021.62849069266,2031.50995225787,2048.84191093643,2058.25714644081
MNXM737603[e],0,0,0,0,0
MNXM737701[e],0,0,0,0,0
MNXM737787[e],7175.44171881181,7168.21520611205,6303.35346733857,7201.65125334871,7365.0013075462
MNXM737824[e],18.6376126069366,6.52617090507268,11.5442312345095,19.7270378060248,24.8434366065624
MNXM737997[e],0,0,0,0,0
MNXM738068[e],4010.6762942608,4003.9867985076,4087.48490361816,4699.07097018256,4004.77383224101
MNXM738430[e],1000.0408052409,1000.02352292213,1000.04254893069,1006.87402137226,1004.94283788829
MNXM738432[e],0,0,0,0,0
MNXM738657[e],8.91630742895001,6.11173250647746,7.16403450835589,7.41821341585358,10.5756456189601
MNXM738663[e],9.21678249304601,3.6132203713391,5.61766947231569,10.3836476811025,12.3737058539438
MNXM738804[e],10004.6143706673,8991.62274609578,8985.79814645071,9998.98613908259,11000.4670295007
MNXM738834[e],2992.04263351604,2999.9645975985,2996.76938469715,2989.58269943188,2989.05664325553
MNXM739017[e],73.8004921691115,29.9648799529713,47.4240159449161,78.3421179010783,98.1661834574455
MNXM739272[e],3000,3000,3000,3000,3000
MNXM739275[e],1115.18982645817,1154.66677819138,1197.3386033547,1044.21972295895,1123.02370720545
MNXM739463[e],7.6356962014602,4.19437390750193,5.35840844018348,9.91594018719298,10.4483389869568
MNXM739527[e],9856.21051129189,9802.93155625045,10598.3219870507,10482.9505812517,11943.6669607727
MNXM739586[e],0,0,0,0,0
MNXM739592[e],67.5393930087123,77.0530888513832,57.0518688713163,62.8181230599686,79.1192027477082
MNXM739756[e],0,0,0,0,0
MNXM739788[e],0,0,0,0,0
MNXM739962[e],0,0,0,0,0
MNXM739991[e],1120.55551570289,1093.79001579028,1107.88146157664,1121.64982803785,1139.54254938891
MNXM739994[e],15.9664450630679,2.08278921410689,9.95266080335225,13.6521009334562,17.3613883705031
MNXM739997[e],14.5884771542772,9.84045247092841,10.9864632819045,14.131462704241,17.5720287090924
MNXM740231[e],13.542739336294,2.8547322832897,7.38193186859963,16.0189768939544,18.9908222277664
MNXM741004[e],0,0,0,0,0
MNXM741014[e],43.7460329735519,18.4621793382105,27.9980580553097,47.9684201736437,58.5386350819185
MNXM741016[e],16.6075178027406,5.85390733605675,9.59855170612317,19.8610877415854,22.9416381294777
MNXM741019[e],27.5539200358866,12.6379034115501,18.7082657428654,27.1452512218784,35.4190822255226
MNXM741173[e],6844.90565423475,6822.56729741817,6837.07981355611,6452.50197401153,6721.86148894431
MNXM741175[e],17903.7221812526,18623.2147062755,18490.4687711628,17605.5713471834,19863.0358157007
MNXM741553[e],3552.15454806213,4616.08784853192,4637.6711507047,4372.54469482605,4476.92925368172
MNXM741664[e],6327.15039778169,5424.00801947459,6433.97573717454,5193.78404992723,8222.16948928748
MNXM741693[e],0,0,0,0,0
MNXM745[e],0,0,0,0,0
MNXM75[e],8188.56734324467,8085.65504672069,8023.73636163595,7087.27535049331,9052.63112106403
MNXM750[e],0,0,0,0,0
MNXM76[e],3950.35426078803,2886.06924967463,2764.3851708054,2413.10650508865,2632.30885065781
MNXM761[e],0,0,0,0,0
MNXM765[e],745.19795591712,625.772434382472,612.460476692317,797.254954337979,643.631067530647
MNXM78362[e],24.5216007480091,3.8171492079397,12.5259125334258,42.8203213453104,40.398569888406
MNXM821[e],4998.36683605066,6987.6735200106,5031.72846797151,7196.66317015261,7012.36639676335
MNXM8263[e],0,0,0,0,0
MNXM8372[e],0,0,0,0,0
MNXM83847[e],0,0,0,0,0
MNXM8664[e],0,0,0,0,0
MNXM8667[e],0,0,0,0,0
MNXM8670[e],0,0,0,0,0
MNXM87121[e],13.5427393198626,2.85473228001301,7.3819318924308,16.0189768935182,18.9908222274393
MNXM880[e],0,0,0,0,0
MNXM8825[e],0,0,0,0,0
MNXM883[e],0,0,0,0,0
MNXM88338[e],17.3314663465863,10.8212154363339,12.9733558010967,16.3148843318865,21.7746390430856
MNXM8868[e],0,0,0,0,0
MNXM889[e],0,0,0,0,0
MNXM89612[e],10931.6664559818,10944.1155700589,10823.3842124604,10430.3822487613,10324.2663344861
MNXM89661[e],0,0,0,0,0
MNXM89812[e],5968.38420240386,6284.00067868442,6148.34339418977,6509.97449650858,6234.81451870954
MNXM9[e],3619.07225905036,3401.9630519309,3511.81557220077,3809.19133775023,3772.57242464352
MNXM90[e],9005.12305712063,10450.9042510039,8623.53781919956,11713.7870877876,3342.39434671133
MNXM900[e],0,0,0,0,0
MNXM90126[e],1999.97576222517,1999.98774914402,1999.96300730404,1994.95078216117,1994.27476235472
MNXM90191[e],6083.89674519687,6073.29888015327,6068.17498314472,5981.54011355735,6062.23512577004
MNXM90509[e],80.7055700985034,68.6039649977158,63.2943126515646,73.8887645711856,96.8278089526557
MNXM90510[e],116.560906907452,82.7873417309996,98.2216323225983,120.795765411009,135.484807210168
MNXM90511[e],69.5085702744807,37.1876794843966,50.2713632848548,67.7718763846367,87.1072971082663
MNXM90512[e],43.8049096753261,16.8328085773407,32.3052893574342,47.6894400734297,56.2209162532295
MNXM90827[e],0,0,0,0,0
MNXM90960[e],8107.74857745713,8178.83909771435,8203.61373531917,7815.61866827306,8064.98002516874
MNXM936[e],0,0,0,0,0
MNXM943[e],3.60408133621647,0.0411491297448108,0.147885986539661,4.46888655689059,4.81404342601198
MNXM95[e],20844.3977567839,20914.0870433455,21877.6751502678,21176.9139848139,21189.9032914111
MNXM963[e],2000.00000002523,1000.00000001055,2000.00000001155,2000.00000000002,2000.00000000123
MNXM97613[e],125.579073258469,152.346043877135,119.529318062531,62.1227925724054,218.011454577275
WATER[e],13856.3027514892,12535.0415284345,13308.3450244928,13489.0939947005,13667.3033074187
MNXM6599[e],11.0276396383514,19.7669925495217,9.87795748341544,12.0772790427135,14.0018359646631
MNXM6601[e],8.15891618198766,16.5012494431739,8.76420773390642,8.71493672231471,9.92911273978291
MNXM32695[e],4.64416986356878,0.0354865672998115,4.55312577995389,5.24769860129481,6.74928492428019
MNXM6604[e],3.96008924654595,0.0503425833012905,2.1795086309071,4.60165492757748,5.2933709556124
MNXM6606[e],489.635129452952,492.410193963323,483.178123080558,473.798842253161,456.050000921355
MNXM1103432[e],10.7374046988561,3.3116383489064,10.3989964493569,11.2002381432032,13.0509223008753
MNXM91047[e],40.1330170019198,43.7991243991381,41.0705124651898,43.7781157268597,37.4070483760192
MNXM91053[e],6.36066912162947,3.40902231957997,6.08600157935643,5.57772315110869,6.53707020253419
MNXM5078[e],1000,1000,1000,1000,1000
MNXM740794[e],1726.26409890921,1717.59754978562,1721.966658671,1739.39860651821,1729.60274516053
MNXM7149[e],1000,1000,1000,1000,1000
MNXM736425[e],1000,1000,1000,1000,1000
MNXM736306[e],252.786054763996,251.095060003674,254.754615893236,265.128764358544,270.681411176958
MNXM5079[e],2000,2000,2000,2000,2000
MNXM736311[e],1000,1000,1000,1000,1000
MNXM741021[e],6.97175043426017,2.7872923939784,4.33037944838067,8.50170032630104,9.56080284814744
MNXM88342[e],3.65504478500178,1.17301124309053,2.02510092558499,5.25091126403186,5.39946795892127
MNXM88341[e],3.32028563056226,1.03804430479679,1.64702195066207,5.18861000352637,5.34637904500236
MNXM87122[e],13.5427393198626,2.85473228001301,7.3819318924308,16.0189768935182,18.9908222274393
MNXM1843[e],0,0,0,0,0
MNXM1755[e],0,0,0,0,0
MNXM734837[e],0,0,0,0,0
MNXM1106995[e],0,0,0,0,0
MNXM162292[e],0,0,0,0,0
MNXM531925[e],0,0,0,0,0
MNXM146119[e],0,0,0,0,0
MNXM4939[e],24.068772261671,8.29739640014776,14.3400996904319,26.9686669635659,33.6300350273593
MNXM3774[e],19.5253709002063,24.6132243510098,16.0798255304967,25.4450568891713,28.4561233726508
MNXM3150[e],0,0,0,0,0
MNXM1102189[e],0,0,0,0,0
MNXM3148[e],0,0,0,0,0
MNXM2182[e],0,0,0,0,0
MNXM2598[e],0,0,0,0,0
MNXM1102173[e],0,0,0,0,0
MNXM733912[e],0,0,0,0,0
MNXM2183[e],1000,1000,1000,1000,1000
MNXM34808[e],46.2770541608811,52.2264681029608,49.8294285246812,41.4043047560892,56.2155064063752
MNXM3447[e],24.3353465376712,14.2235044615598,21.6568336939655,25.2667710336997,30.6347083487506
MNXM34739[e],20.7403635843497,9.26466951045279,13.434964953679,22.8871243235704,27.1530791599487
MNXM582[e],1036.21814777662,1014.83928586168,1031.11231005227,1036.8619283725,1044.37833331402
MNXM1091714[e],1762.24185886106,1481.38167216972,1381.02687355686,1609.55498728241,0
MNXM1091720[e],0,0,0,0,0
MNXM2074[e],0,0,0,0,0
MNXM722719[e],0,0,0,0,0
MNXM740330[e],3000.00000012562,2999.99999999669,2999.99999996664,2999.99999940983,2999.99999998865
MNXM732880[e],2543.06760610415,2521.87633707859,3460.69408964447,3487.25525852464,3451.27137526907
MNXM144[e],0,0,0,0,0
MNXM1104965[e],1836.80565139935,1847.82057235657,1829.00465992509,1897.88902969817,2038.12358287128
MNXM730562[e],0,0,0,0,0
MNXM147063[e],60.2371284720203,38.31153387875,41.3789299811106,56.7249153323215,55.2766872641065
MNXM737241[e],0,0,0,0,0
MNXM1092749[e],0,0,0,0,0
MNXM1108056[e],0,0,0,0,0
MNXM7343[e],0,0,0,0,0
MNXM1231[e],0,0,0,0,0
MNXM1021[e],0,0,0,0,0
MNXM11814[e],0,0,0,0,0
MNXM1104899[e],36.7420826119235,10.4103536180747,22.3121013160757,53.9125616901829,52.5652220047158
MNXM1630[e],0,0,0,0,0
MNXM729132[e],0,0,0,0,0
MNXM3509[e],0,0,0,0,0
MNXM1106045[e],0,0,0,0,0
MNXM2245[e],0,0,0,0,0
MNXM46[e],0,0,0,0,0
MNXM235[e],0,0,0,0,0
MNXM1108339[e],0,0,0,0,1000
MNXM1092468[e],0,0,0,0,0
MNXM1105063[e],29.564066164343,6.85107140273195,24.3049592899502,36.4274771690106,40.9437342941085
MNXM1093257[e],25.7373833729278,6.35437639366097,19.7043116279295,33.876776925124,37.9280678241536
MNXM1093258[e],17.4396207724916,2.01975089571989,5.58776150710176,25.1193379761105,20.7287173782603
MNXM1094149[e],17.4431961493872,2.02400227347735,5.60379319499612,26.4617822390532,21.9676844262647
MNXM1949[e],0,0,0,0,0
MNXM733031[e],0,0,0,0,0
MNXM1105965[e],0,0,0,0,0
MNXM1820[e],4.26794044601043e-21,5.47771972804567e-20,6.05243313012395e-20,6.09969179874947e-16,7.37469835917333e-20
cpd90008[e],0,0,0,0,0
MNXM1105934[e],0,0,0,0,0
MNXM166689[e],4149.09327051809,4183.93589379484,4182.28930182334,4911.8211403238,4173.27120311073
MNXM18754[e],4149.09327051809,4183.93589379484,4182.28930182334,4911.8211403238,4173.27120311073
MNXM83070[e],0,0,0,0,0
MNXM13761[e],0,0,0,0,0
cpd90020[e],0,0,0,0,0
MNXM15783[e],0,0,0,0,0
MNXM8264[e],0,0,0,0,0
MNXM55287[e],0,0,0,0,0
MNXM739791[e],0,0,0,0,0
MNXM55276[e],0,0,0,0,0
MNXM740896[e],0,0,0,0,0
MNXM729872[e],0,0,0,0,0
MNXM731366[e],0,0,0,0,0
MNXM126241[e],0,0,0,0,0
MNXM40495[e],0,0,0,0,0
MNXM40496[e],0,0,0,0,0
MNXM927[e],0,0,0,0,0
MNXM962[e],0,0,0,0,0
MNXM5461[e],20.0797934123785,25.320729651093,8.131720726726,13.5483667405236,17.3636054843636
MNXM5490[e],19.6244414467666,3.32699909299795,13.0755417816209,21.1582098249716,26.9993050572567
MNXM5464[e],56.9025189248069,14.3749929889422,41.0712943262431,51.572592809853,69.6216354279421
MNXM734080[e],0,0,0,0,0
MNXM7016[e],0,0,0,0,0
MNXM61843[e],0,0,0,0,0
MNXM1103302[e],0,0,0,0,0
MNXM1107694[e],1.23630855661682e-20,1.70466115995097e-19,2.17270489390521e-19,1.80831481003667e-15,2.35921989939312e-19
MNXM1107695[e],0,0,0,0,0
MNXM577[e],0,0,0,0,0
MNXM320[e],0,0,0,0,0
MNXM730078[e],1999.99955091124,1999.99916211765,1999.99805920227,1999.76769046063,1999.60229311202
MNXM602[e],0,0,0,0,0
MNXM448[e],1098.27957578358,1091.07880404725,1093.21393673156,1049.65458885623,1074.44317717567
MNXM982[e],0,0,0,0,0
MNXM735208[e],999.9999999991,999.999999998942,1000.0000000191,1000.00000000001,999.999999957489
MNXM191[e],0,0,0,0,0
MNXM731953[e],0,0,0,0,0
MNXM232[e],0,0,0,0,0
MNXM731962[e],0,0,0,0,0
MNXM1094019[e],0,0,0,0,0
MNXM713[e],0,0,0,0,0
MNXM734847[e],0,0,0,0,0
MNXM1091697[e],0,0,0,0,0
MNXM1091698[e],0,0,0,0,0
MNXM1855[e],0,0,0,0,0
MNXM716[e],0,0,0,0,0
MNXM1091950[e],0,0,0,0,0
MNXM1092497[e],0,0,0,0,0
MNXM730[e],2014.60417402331,2000.13829908657,2010.28935388587,2014.24716614228,2014.53933487504
MNXM727871[e],0,0,0,0,0
MNXM974[e],1912.75930306268,1969.98344936101,2151.13602690017,2145.8790721678,2219.15440399852
MNXM1092591[e],0,0,0,0,0
MNXM1092592[e],0,0,0,0,0
MNXM1092593[e],0,0,0,0,0
MNXM1092594[e],0,0,0,0,0
MNXM730508[e],0,0,0,0,0
MNXM10816[e],0,0,0,0,0
MNXM1092595[e],0,0,0,0,0
MNXM1467[e],2000.00000000237,2000.000000014,2000.00000005789,2000,2000
MNXM935[e],0,0,0,0,0
MNXM1092967[e],0.00556529950879947,0.0061564648244223,0.00961275067868745,1.67920344519432,0.42116084435012
MNXM376[e],0,0,0,0,0
MNXM1103335[e],2003.03709409205,2008.02658522795,2013.89812774222,2983.89805809038,2986.14051933305
MNXM730319[e],0,0,0,0,0
MNXM1106105[e],0,0,0,0,0
MNXM2555[e],0,0,0,0,0
MNXM1094076[e],0.00556529950879947,0.0061564648244223,0.00961275067868745,1.67920344519432,0.42116084435012
MNXM1871[e],0,0,0,0,0
MNXM1137672[e],0,0,0,0,0
MNXM738927[e],0,0,0,0,0
MNXM733643[e],0,0,0,0,0
MNXM732758[e],2001.66665690658,2000.13716169768,2000.59489466751,2001.77791045841,2002.33833271448
MNXM4940[e],17.8197995879302,10.0967871372345,13.1437460564106,20.9535071008331,22.6845409847354
MNXM3450[e],32.1306452552687,15.6224265797118,25.3875585088382,32.8454977085992,40.8280214289437
MNXM3452[e],33.1304098132154,10.2381273768309,25.1875368534089,34.7854126305684,43.2399495028546
MNXM1091957[e],0,0,0,0,0
MNXM1106047[e],0,0,0,0,0
MNXM4428[e],0,0,0,0,0
MNXM60[e],743.583910753108,709.333422946808,735.212558920774,712.301314062003,488.877934472641
MNXM731896[e],0,0,0,0,0
MNXM440[e],0,0,0,0,0
MNXM1092896[e],0,0,0,0,0
MNXM732961[e],0,0,0,0,0
MNXM145882[e],0,0,0,0,0
MNXM1742[e],0,0,0,0,0
MNXM146567[e],0,0,0,0,0
MNXM146568[e],0,0,0,0,0
MNXM146569[e],0,0,0,0,0
MNXM146570[e],0,0,0,0,0
MNXM1093220[e],0,0,0,0,0
MNXM41339[e],0,0,0,0,0
MNXM732732[e],0,0,0,0,0
MNXM1104823[e],0,0,0,0,0
MNXM419[e],0,0,0,0,0
MNXM146654[e],0,0,0,0,0
MNXM732865[e],0,0,0,0,0
MNXM727182[e],0,0,0,0,0
MNXM729727[e],0,0,0,0,0
MNXM735592[e],0,0,0,0,0
MNXM1103965[e],0,0,0,0,1000
MNXM94643[e],0,0,0,0,0
MNXM738271[e],0,0,0,0,0
cpd90021[e],0,0,0,0,0
cpd90022[e],0,0,0,0,0
MNXM159[e],1000,2000,1000,1000,1000
MNXM1091974[e],0,0,0,0,0
MNXM727224[e],0,0,0,0,0
MNXM496[e],2000,1000,1000,2000,2000
MNXM146230[e],0,0,0,0,0
MNXM146623[e],0,0,0,0,0
MNXM11432[e],0,0,0,0,0
MNXM2705[e],0,0,0,0,0
MNXM310[e],0,0,0,0,0
MNXM371[e],0,0,0,0,0
MNXM8718[e],0,0,0,0,0
MNXM792[e],0,0,0,0,0
MNXM464[e],0,0,0,0,0
MNXM1092863[e],0,0,0,0,0
MNXM65054[e],0,0,0,0,0
MNXM1104738[e],0,0,0,0,0
MNXM4998[e],0,0,0,0,0
MNXM2604[e],0,0,0,0,0
MNXM1018[e],0,0,0,0,0
MNXM734590[e],6.60164280277079,0.0560180038490257,5.18151062330083,6.45485301128729,8.93643127592646
MNXM4641[e],0,0,0,0,0
MNXM1499[e],1000,1000,2000,2000,2000.00000000002
MNXM1106046[e],0,0,0,0,0
MNXM573[e],0,0,0,0,0
MNXM1093065[e],0,0,0,0,0
MNXM736788[e],0,0,0,0,0
MNXM2690[e],0,0,0,0,0
MNXM1091853[e],0,0,0,0,0
MNXM147036[e],0,0,0,0,0
MNXM2757[e],0,0,0,0,0
MNXM1106057[e],0,0,0,0,0
MNXM734566[e],0,0,0,0,0
MNXM7948[e],1000,1000,1000,1000,1000
MNXM1094283[e],0,0,0,0,0
MNXM172[e],0,0,0,0,0
MNXM315[e],0,0,0,0,0
MNXM146250[e],0,0,0,0,0
MNXM1092463[e],0,0,0,0,0
MNXM1092455[e],0,0,0,0,0
MNXM562[e],0,0,0,0,0
MNXM1092731[e],0,0,0,0,0
MNXM726752[e],0,0,0,0,0
cpd90003[e],0,0,0,0,0
MNXM731177[e],0,0,0,0,0
MNXM729615[e],0,0,0,0,0
MNXM1410[e],0,0,0,0,0
MNXM146530[e],0,0,0,0,0
MNXM146529[e],0,0,0,0,0
MNXM1106798[e],0,0,0,0,0
MNXM741545[e],0,0,0,0,0
